""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"1309"	1.81538562467236e-71	1.72006458790617	0.893	0.532	3.63077124934472e-68	"26"	"Gadd45b"
"1310"	4.56205091207577e-52	3.71257074858257	0.674	0.13	9.12410182415153e-49	"26"	"Ngp"
"1311"	7.72593673417578e-42	1.47748340781055	0.64	0.222	1.54518734683516e-38	"26"	"Ifitm6"
"1312"	7.81307378305367e-16	3.20582126426758	0.567	0.133	1.56261475661073e-12	"26"	"Camp"
"1313"	0.00379634891496371	2.59749334019258	0.49	0.134	1	"26"	"Ltf"
"1314"	0	1.36046327883661	0.97	0.173	0	"27"	"Pde4c"
"1315"	2.17396871498779e-305	1.10180279092317	0.958	0.205	4.34793742997558e-302	"27"	"Ptprk"
"1316"	4.69938804783011e-305	1.80027672341225	0.965	0.201	9.39877609566022e-302	"27"	"Htr1f"
"1317"	8.92267533623483e-292	1.94013174647295	0.995	0.239	1.78453506724697e-288	"27"	"Camk2a"
"1318"	3.61159144359123e-283	2.14809522216809	0.947	0.163	7.22318288718245e-280	"27"	"Il31ra"
"1319"	2.79977595564717e-267	1.81780063536375	0.986	0.279	5.59955191129434e-264	"27"	"Scg2"
"1320"	3.06630161611874e-263	1.65403348123106	0.935	0.22	6.13260323223749e-260	"27"	"Npy2r"
"1321"	2.70209035193675e-260	1.55511306792776	0.974	0.287	5.40418070387351e-257	"27"	"Mical1"
"1322"	2.88697885039745e-260	1.79822083071868	0.963	0.201	5.77395770079489e-257	"27"	"Ptprn"
"1323"	4.86547686749281e-260	2.10412133095512	0.993	0.613	9.73095373498562e-257	"27"	"Jak1"
"1324"	5.2289604260582e-254	1.77041284799593	1	0.385	1.04579208521164e-250	"27"	"Kif1a"
"1325"	5.2272678738312e-247	1.24409308838097	0.981	0.262	1.04545357476624e-243	"27"	"Plekha6"
"1326"	6.31478183830099e-242	1.62764952693366	0.998	0.374	1.2629563676602e-238	"27"	"Cds2"
"1327"	6.69598991142533e-236	1.68436558592426	0.93	0.161	1.33919798228507e-232	"27"	"Tspan8"
"1328"	1.11136497050864e-231	1.40135442491242	0.979	0.276	2.22272994101729e-228	"27"	"Osbpl3"
"1329"	6.15746626850292e-219	1.12668459484726	0.958	0.206	1.23149325370058e-215	"27"	"Pclo"
"1330"	6.3588459699956e-219	1.48046561414465	1	0.501	1.27176919399912e-215	"27"	"Kif1b"
"1331"	1.23720156187638e-214	1.53106821559876	0.956	0.319	2.47440312375276e-211	"27"	"Tmem233"
"1332"	5.14044142170128e-212	1.51626931656447	0.981	0.384	1.02808828434026e-208	"27"	"Herc1"
"1333"	3.45607068337496e-206	1.36813234372786	0.963	0.263	6.91214136674992e-203	"27"	"Scn10a"
"1334"	1.39685316349196e-201	1.3969447461879	0.905	0.197	2.79370632698392e-198	"27"	"Kcnh7"
"1335"	7.21257987370899e-201	1.35590860703274	0.974	0.408	1.4425159747418e-197	"27"	"Lifr"
"1336"	3.50757687907717e-199	1.27031634540093	0.998	0.43	7.01515375815434e-196	"27"	"Nav1"
"1337"	1.18082554304464e-198	1.40157393345737	0.991	0.561	2.36165108608928e-195	"27"	"Osmr"
"1338"	3.52980169821108e-191	1.37878401222395	0.961	0.404	7.05960339642216e-188	"27"	"Rtn1"
"1339"	1.21438353742789e-189	1.20520986438778	0.993	0.414	2.42876707485578e-186	"27"	"Gcnt2"
"1340"	3.6115607956572e-187	1.22802715972772	0.995	0.427	7.2231215913144e-184	"27"	"Prune2"
"1341"	2.25570819307996e-186	1.11537795725413	0.958	0.264	4.51141638615991e-183	"27"	"Plxnc1"
"1342"	4.38315133502549e-186	1.28951467901988	0.977	0.371	8.76630267005099e-183	"27"	"Ank3"
"1343"	7.35141145926585e-184	1.24111973879146	0.958	0.38	1.47028229185317e-180	"27"	"Prkca"
"1344"	3.13042312855693e-183	1.25219706553808	0.889	0.18	6.26084625711385e-180	"27"	"Dgkh"
"1345"	6.9688269578658e-181	1.20608346803146	0.988	0.656	1.39376539157316e-177	"27"	"Fstl1"
"1346"	1.20282229858768e-179	1.15404115866466	0.981	0.368	2.40564459717536e-176	"27"	"Spock2"
"1347"	2.54052818825847e-175	1.14608491068852	0.947	0.304	5.08105637651693e-172	"27"	"Dgkz"
"1348"	1.00951548957369e-173	1.263645912773	0.921	0.27	2.01903097914737e-170	"27"	"Scn9a"
"1349"	1.99769679770849e-173	1.16482546025544	0.956	0.354	3.99539359541698e-170	"27"	"Atp1b1"
"1350"	3.06357187345793e-173	1.18832109648535	0.972	0.426	6.12714374691585e-170	"27"	"Ank2"
"1351"	3.02438700725047e-167	1.71610959129575	0.97	0.531	6.04877401450095e-164	"27"	"Meg3"
"1352"	6.97344053462771e-166	2.12359595238458	0.891	0.296	1.39468810692554e-162	"27"	"Snhg11"
"1353"	5.64583587729941e-163	1.40931375385919	0.882	0.241	1.12916717545988e-159	"27"	"Hpcal1"
"1354"	1.09827071025276e-160	1.23644744648624	0.886	0.23	2.19654142050552e-157	"27"	"Dusp26"
"1355"	9.14600581895566e-157	1.43315810370447	0.854	0.181	1.82920116379113e-153	"27"	"Lgi1"
"1356"	2.25403384117761e-156	1.1727778160104	0.947	0.41	4.50806768235522e-153	"27"	"Pitpnc1"
"1357"	6.31020210389898e-146	1.31647828317402	0.886	0.287	1.2620404207798e-142	"27"	"Adk"
"1358"	8.54115656516729e-146	1.95577363500061	0.833	0.211	1.70823131303346e-142	"27"	"9530059O14Rik"
"1359"	5.2435425093726e-144	1.19722600827097	0.814	0.17	1.04870850187452e-140	"27"	"Nts"
"1360"	2.75634178004498e-143	1.39094543546585	0.903	0.383	5.51268356008997e-140	"27"	"Ebf1"
"1361"	1.67448263504069e-140	1.42402907829638	0.798	0.157	3.34896527008138e-137	"27"	"Sst"
"1362"	3.19371693440503e-140	1.2787834332391	0.986	0.643	6.38743386881007e-137	"27"	"Fxyd2"
"1363"	6.70665541769068e-110	1.18068560901611	1	0.771	1.34133108353814e-106	"27"	"mt-Nd4l"
"1364"	2.67392715691662e-295	1.8807299964852	1	0.319	5.34785431383323e-292	"28"	"Tmem233"
"1365"	6.09597768636717e-285	2.51279571642201	1	0.626	1.21919553727343e-281	"28"	"Sncg"
"1366"	4.8614155739933e-282	2.7048495888356	1	0.643	9.72283114798661e-279	"28"	"Fxyd2"
"1367"	3.29606146058226e-276	1.85407816864222	0.995	0.458	6.59212292116452e-273	"28"	"Pcsk1n"
"1368"	7.9010812402335e-275	1.97596548402262	1	0.518	1.5802162480467e-271	"28"	"Cd24a"
"1369"	9.45973916178613e-275	0.899904036050104	0.993	0.17	1.89194783235723e-271	"28"	"Prrxl1"
"1370"	2.79140307941922e-272	1.72722631179982	0.993	0.392	5.58280615883844e-269	"28"	"Rgs10"
"1371"	2.59583253841704e-269	1.6568779130716	0.99	0.316	5.19166507683407e-266	"28"	"Gng3"
"1372"	3.95264815667121e-267	1.57219813685198	0.993	0.377	7.90529631334242e-264	"28"	"Nrn1"
"1373"	4.43633476255178e-263	1.67274726690441	1	0.404	8.87266952510357e-260	"28"	"Fgf13"
"1374"	5.61543591168035e-262	1.6960507258775	0.99	0.345	1.12308718233607e-258	"28"	"Phf24"
"1375"	1.28858829326616e-257	1.1831953198549	0.998	0.258	2.57717658653232e-254	"28"	"Sox11"
"1376"	3.6904660225133e-253	1.44689484561282	0.981	0.267	7.38093204502659e-250	"28"	"Synpr"
"1377"	1.17235411068446e-251	1.13566280059366	0.986	0.192	2.34470822136892e-248	"28"	"Rab27b"
"1378"	4.80561905835893e-244	1.48109306702129	1	0.452	9.61123811671786e-241	"28"	"Rgs4"
"1379"	2.22257751359627e-241	1.34021802934322	0.99	0.221	4.44515502719254e-238	"28"	"Fkbp1b"
"1380"	2.24311320573879e-241	1.2347053135372	0.988	0.23	4.48622641147758e-238	"28"	"Dusp26"
"1381"	9.84147548711092e-236	1.30860751378357	0.988	0.367	1.96829509742218e-232	"28"	"Scg3"
"1382"	1.82921067640694e-235	1.30956148101093	0.988	0.34	3.65842135281388e-232	"28"	"Ngfrap1"
"1383"	1.07505066063384e-233	0.960298949132012	0.969	0.189	2.15010132126769e-230	"28"	"Casz1"
"1384"	9.46681430072518e-232	1.44558986243419	0.993	0.429	1.89336286014504e-228	"28"	"Tshz2"
"1385"	4.89222262753242e-231	1.116981946874	0.979	0.218	9.78444525506483e-228	"28"	"Hs6st2"
"1386"	4.05572414216777e-226	1.37563281407154	0.998	0.432	8.11144828433554e-223	"28"	"Syt4"
"1387"	1.51526205293077e-223	1.11813306573443	0.995	0.241	3.03052410586154e-220	"28"	"Syt7"
"1388"	4.15599572182522e-222	1.10011519555567	0.957	0.177	8.31199144365044e-219	"28"	"Lpar3"
"1389"	2.68155013873619e-221	1.17661832819495	0.986	0.251	5.36310027747237e-218	"28"	"Nmb"
"1390"	5.26321446399804e-221	1.2956511681675	0.995	0.658	1.05264289279961e-217	"28"	"Sepw1"
"1391"	1.23706949257372e-219	1.15139570783909	0.967	0.206	2.47413898514744e-216	"28"	"Nap1l5"
"1392"	2.59833195460681e-219	1.18554501010177	0.969	0.24	5.19666390921361e-216	"28"	"Tmem158"
"1393"	3.89886874524452e-219	1.07874411781391	0.955	0.157	7.79773749048904e-216	"28"	"Gm765"
"1394"	1.96974344335026e-207	1.22613945222535	0.974	0.304	3.93948688670053e-204	"28"	"Dgkz"
"1395"	4.3047711388699e-207	1.1656418924705	0.988	0.354	8.6095422777398e-204	"28"	"Atp1b1"
"1396"	7.98807173646809e-206	1.05467968528588	0.998	0.276	1.59761434729362e-202	"28"	"Osbpl3"
"1397"	3.00455655062128e-205	1.18953616503221	1	0.656	6.00911310124256e-202	"28"	"Fstl1"
"1398"	1.69150041087539e-203	1.10828843049774	0.945	0.181	3.38300082175078e-200	"28"	"Ctxn3"
"1399"	1.85683507890819e-203	1.11217564258718	0.971	0.246	3.71367015781638e-200	"28"	"Syt1"
"1400"	6.33381666710927e-203	1.08213407647644	0.979	0.255	1.26676333342185e-199	"28"	"Ano3"
"1401"	5.35073363730817e-201	0.930503120439427	0.962	0.221	1.07014672746163e-197	"28"	"Ptprt"
"1402"	7.38664913354326e-196	1.0630356692794	0.998	0.314	1.47732982670865e-192	"28"	"Elavl4"
"1403"	2.07170279103112e-195	1.11892168935868	1	0.408	4.14340558206223e-192	"28"	"Lifr"
"1404"	7.73903697218146e-195	0.997381647301792	0.955	0.21	1.54780739443629e-191	"28"	"Kcnip4"
"1405"	1.54877434480065e-190	1.01232873515016	0.983	0.36	3.09754868960129e-187	"28"	"Cystm1"
"1406"	6.0213667642369e-181	0.988688124226981	0.974	0.272	1.20427335284738e-177	"28"	"Ret"
"1407"	5.92605602971522e-177	0.963945645638496	0.983	0.447	1.18521120594304e-173	"28"	"Crip2"
"1408"	2.59483830367049e-175	1.03954203972358	0.998	0.41	5.18967660734099e-172	"28"	"Pitpnc1"
"1409"	2.35330209387588e-169	0.901172689729341	0.957	0.28	4.70660418775176e-166	"28"	"Fdps"
"1410"	1.37669106775439e-167	0.904860902817914	0.99	0.32	2.75338213550877e-164	"28"	"Cyfip2"
"1411"	2.1341277215785e-166	0.913592270316987	0.929	0.217	4.26825544315699e-163	"28"	"Calcb"
"1412"	4.93283244358774e-153	0.968239211814033	0.99	0.426	9.86566488717547e-150	"28"	"Ank2"
"1413"	2.39590912121566e-123	1.06931288719052	0.981	0.427	4.79181824243133e-120	"28"	"Prune2"
"1414"	1.18172542725807e-250	2.15820174109647	0.997	0.251	2.36345085451613e-247	"29"	"Kif5c"
"1415"	6.87037149421684e-249	1.50547476684026	0.994	0.209	1.37407429884337e-245	"29"	"Rnf112"
"1416"	1.85198422418037e-246	1.59530767450697	0.997	0.19	3.70396844836073e-243	"29"	"Casz1"
"1417"	4.16372670331394e-245	1.53475036212566	0.994	0.2	8.32745340662789e-242	"29"	"Kcnd3"
"1418"	1.19124991591466e-244	1.34132990039375	0.971	0.113	2.38249983182932e-241	"29"	"Fam19a4"
"1419"	2.12800332913849e-243	1.18931812625977	0.994	0.194	4.25600665827698e-240	"29"	"Chd5"
"1420"	1.46326498042006e-237	1.84167793860212	0.994	0.211	2.92652996084011e-234	"29"	"9530059O14Rik"
"1421"	2.08380893628924e-236	1.06238331118618	0.971	0.188	4.16761787257849e-233	"29"	"Sv2a"
"1422"	4.27422669528773e-236	1.78337529856241	0.985	0.199	8.54845339057546e-233	"29"	"Rasgrp1"
"1423"	7.30500771747669e-236	1.81179753630731	0.991	0.24	1.46100154349534e-232	"29"	"Rgs5"
"1424"	9.40320313235519e-234	1.74831384314095	1	0.261	1.88064062647104e-230	"29"	"Piezo2"
"1425"	2.83664233470974e-231	1.04500111304733	0.988	0.15	5.67328466941948e-228	"29"	"Atp2b2"
"1426"	4.41240922824178e-226	1.70886388516468	0.997	0.273	8.82481845648356e-223	"29"	"Ret"
"1427"	7.07279130328431e-223	1.37048419892786	0.971	0.196	1.41455826065686e-219	"29"	"P2ry1"
"1428"	1.20194786236142e-222	1.72158390653057	1	0.346	2.40389572472283e-219	"29"	"Phf24"
"1429"	2.36204640857469e-221	1.90492753603501	0.997	0.296	4.72409281714939e-218	"29"	"Snhg11"
"1430"	3.07628545447667e-214	2.33856256856792	1	0.531	6.15257090895335e-211	"29"	"Meg3"
"1431"	1.68178437578899e-213	0.995501764514734	0.953	0.17	3.36356875157798e-210	"29"	"Tmem132e"
"1432"	3.42976341073239e-213	1.28437646701862	0.977	0.201	6.85952682146479e-210	"29"	"Dpp10"
"1433"	8.22768784275355e-208	1.78365088895824	1	0.428	1.64553756855071e-204	"29"	"Prune2"
"1434"	7.90489154555434e-207	1.4120017086658	0.997	0.246	1.58097830911087e-203	"29"	"Syt1"
"1435"	3.14974539354529e-205	1.41046916387236	0.991	0.265	6.29949078709058e-202	"29"	"Gfra2"
"1436"	2.38543249441408e-204	1.31064362109046	0.991	0.242	4.77086498882817e-201	"29"	"Syt7"
"1437"	2.77578819530642e-203	1.53535308761056	1	0.511	5.55157639061285e-200	"29"	"Zfhx3"
"1438"	1.27054888294715e-197	1.07109151826074	0.985	0.207	2.54109776589429e-194	"29"	"Pclo"
"1439"	2.51999836918857e-197	1.29335916585198	0.997	0.271	5.03999673837715e-194	"29"	"Scn9a"
"1440"	7.13541832565148e-197	1.0097247010165	0.974	0.206	1.4270836651303e-193	"29"	"Disp2"
"1441"	2.01857059558498e-195	1.21031449366606	0.985	0.231	4.03714119116997e-192	"29"	"Ntrk3"
"1442"	6.71096450673544e-195	1.52541496989597	1	0.411	1.34219290134709e-191	"29"	"Pitpnc1"
"1443"	1.00533876685442e-192	1.41911983344627	0.997	0.426	2.01067753370884e-189	"29"	"Ank2"
"1444"	3.75894406303662e-192	1.46982785479958	1	0.501	7.51788812607324e-189	"29"	"Kif1b"
"1445"	2.53264655641541e-190	0.990274270222535	0.988	0.228	5.06529311283082e-187	"29"	"Atp11a"
"1446"	1.29568299742405e-188	1.07565299930666	0.983	0.267	2.5913659948481e-185	"29"	"Magi1"
"1447"	4.0170120442784e-186	1.33575775998835	0.997	0.364	8.03402408855681e-183	"29"	"Alcam"
"1448"	4.25160571393656e-185	1.24962406841205	1	0.368	8.50321142787312e-182	"29"	"Spock2"
"1449"	6.03426333901814e-183	1.37035919450281	0.901	0.186	1.20685266780363e-179	"29"	"Th"
"1450"	9.3997564736802e-183	1.23737538651371	1	0.314	1.87995129473604e-179	"29"	"Elavl4"
"1451"	1.10495362243267e-175	1.30954625848484	1	0.385	2.20990724486535e-172	"29"	"Kif1a"
"1452"	1.25069980611871e-162	1.06500103268656	0.997	0.304	2.50139961223743e-159	"29"	"Dgkz"
"1453"	2.67699476047779e-161	1.07563010979275	0.997	0.383	5.35398952095558e-158	"29"	"Ebf1"
"1454"	2.83880357668733e-161	1.08823911987853	0.994	0.372	5.67760715337465e-158	"29"	"Ank3"
"1455"	2.60674831017925e-157	1.01669069467933	0.884	0.175	5.2134966203585e-154	"29"	"Nrip3"
"1456"	1.08211680280613e-155	1.1419585748183	1	0.98	2.16423360561227e-152	"29"	"mt-Nd1"
"1457"	8.54148234829996e-149	1.19335203671757	0.997	0.452	1.70829646965999e-145	"29"	"Rgs4"
"1458"	1.48762587064925e-134	1.12148513791899	1	0.684	2.9752517412985e-131	"29"	"Atp1a1"
"1459"	6.33686724602837e-132	1.51327856518804	1	0.643	1.26737344920567e-128	"29"	"Fxyd2"
"1460"	6.59749947663177e-111	1.1106437463386	0.875	0.223	1.31949989532635e-107	"29"	"Fkbp1b"
"1461"	4.71406399993916e-107	1.01611787636824	1	0.842	9.42812799987832e-104	"29"	"mt-Nd3"
"1462"	3.15889125998472e-97	1.0252161087651	0.956	0.392	6.31778251996944e-94	"29"	"Rgs10"
"1463"	2.87945363392479e-85	1.18476191527087	1	0.771	5.75890726784957e-82	"29"	"mt-Nd4l"
"1464"	4.94181551829336e-120	2.27825950708583	0.869	0.225	9.88363103658671e-117	"30"	"Top2a"
"1465"	2.69666880201945e-76	1.58948987840185	0.693	0.211	5.3933376040389e-73	"30"	"Prc1"
"1466"	5.03647731326953e-74	1.55215352371891	0.925	0.659	1.00729546265391e-70	"30"	"Lgals1"
"1467"	6.81645445031897e-73	1.43646012491375	0.623	0.143	1.36329089006379e-69	"30"	"Lockd"
"1468"	2.6476244948459e-71	1.75291017841771	0.608	0.098	5.2952489896918e-68	"30"	"Ube2c"
"1469"	2.76924469810132e-71	1.13351722242935	0.96	0.67	5.53848939620264e-68	"30"	"H2afz"
"1470"	1.60672878042786e-66	1.56342874562439	0.769	0.345	3.21345756085571e-63	"30"	"Hmgb2"
"1471"	8.14843573081384e-66	1.44540301570143	0.623	0.15	1.62968714616277e-62	"30"	"2810417H13Rik"
"1472"	7.19910231120828e-65	1.20609020231423	0.648	0.2	1.43982046224166e-61	"30"	"Smc2"
"1473"	1.46227341986551e-64	1.19274565034229	0.477	0.04	2.92454683973102e-61	"30"	"Pbk"
"1474"	7.58501579102153e-63	1.35301228873546	0.678	0.233	1.51700315820431e-59	"30"	"Cks2"
"1475"	4.22398320528808e-60	1.09151327874434	0.578	0.161	8.44796641057615e-57	"30"	"Birc5"
"1476"	2.10373353550044e-57	1.19620743469153	0.688	0.313	4.20746707100088e-54	"30"	"Cks1b"
"1477"	1.0491095189421e-56	1.19381481589049	0.658	0.243	2.09821903788419e-53	"30"	"Hmgn2"
"1478"	4.20937906768293e-56	1.28161639453268	0.608	0.208	8.41875813536587e-53	"30"	"Mki67"
"1479"	6.97489010693967e-56	1.44243333592769	0.558	0.145	1.39497802138793e-52	"30"	"Cenpf"
"1480"	7.75948880449501e-55	1.14268860695063	0.543	0.128	1.551897760899e-51	"30"	"Cdk1"
"1481"	5.70867628696501e-53	1.25390399677863	0.573	0.167	1.141735257393e-49	"30"	"Nusap1"
"1482"	1.04193294117387e-52	0.883020502373766	0.447	0.051	2.08386588234774e-49	"30"	"Hmmr"
"1483"	7.30567552071369e-52	0.997214703514506	0.965	0.864	1.46113510414274e-48	"30"	"Vim"
"1484"	7.54005047512364e-48	1.02695514029436	0.508	0.154	1.50801009502473e-44	"30"	"Tpx2"
"1485"	1.32400122571979e-46	0.967192814132737	0.94	0.721	2.64800245143959e-43	"30"	"Serpinh1"
"1486"	1.85881321708103e-42	0.787574651435593	0.437	0.12	3.71762643416206e-39	"30"	"Cdca3"
"1487"	9.58612173353939e-40	0.838443452228711	0.462	0.144	1.91722434670788e-36	"30"	"Spc25"
"1488"	1.52668911837617e-37	0.901986109412326	0.477	0.176	3.05337823675234e-34	"30"	"Ccna2"
"1489"	5.87041634818852e-37	0.928461791415759	0.829	0.652	1.1740832696377e-33	"30"	"Tagln2"
"1490"	1.16634750714795e-36	0.961350231790967	0.834	0.644	2.33269501429589e-33	"30"	"Col5a2"
"1491"	2.15154550538092e-35	0.794165364755925	0.899	0.734	4.30309101076184e-32	"30"	"Crip1"
"1492"	2.16349367633789e-35	0.930425763962485	0.553	0.269	4.32698735267579e-32	"30"	"Hjurp"
"1493"	2.8132590731946e-33	0.795003555379772	0.437	0.177	5.62651814638919e-30	"30"	"Cdca8"
"1494"	4.26925075991203e-33	1.02416536937293	0.774	0.597	8.53850151982405e-30	"30"	"Anxa1"
"1495"	5.46134259776164e-33	0.79360890804764	0.889	0.733	1.09226851955233e-29	"30"	"Col3a1"
"1496"	1.95252597818271e-32	0.80129156611857	0.417	0.178	3.90505195636543e-29	"30"	"Cenpe"
"1497"	1.58000785204896e-29	1.18520336893454	0.648	0.347	3.16001570409793e-26	"30"	"Ptn"
"1498"	1.59115777101865e-28	0.783710696949707	0.854	0.732	3.1823155420373e-25	"30"	"Col1a1"
"1499"	4.66270847473473e-28	0.894025276434633	0.442	0.215	9.32541694946946e-25	"30"	"Ccnb2"
"1500"	2.43676256940974e-26	1.0701815635278	0.402	0.164	4.87352513881949e-23	"30"	"Hist1h2ap"
"1501"	4.66105110852832e-26	0.836349457117453	0.397	0.187	9.32210221705664e-23	"30"	"Rrm2"
"1502"	3.86381166019068e-23	0.831887257542073	0.362	0.169	7.72762332038136e-20	"30"	"Cdc20"
"1503"	1.7501272784329e-22	0.838167790882409	0.698	0.547	3.5002545568658e-19	"30"	"Postn"
"1504"	2.76131018174376e-21	0.796669499349647	0.513	0.34	5.52262036348752e-18	"30"	"Metrn"
"1505"	3.75623957871051e-21	1.25354260780181	0.739	0.638	7.51247915742102e-18	"30"	"Ifi27l2a"
"1506"	1.63670732367785e-20	0.86492850179321	0.588	0.423	3.27341464735569e-17	"30"	"Rbp1"
"1507"	5.4100254441955e-16	0.91356490096425	0.467	0.335	1.0820050888391e-12	"30"	"Cenpa"
"1508"	2.33737359368908e-11	0.781921626146913	0.563	0.468	4.67474718737817e-08	"30"	"S100a4"
"1509"	4.74116869352163e-10	0.800630315701754	0.533	0.484	9.48233738704326e-07	"30"	"Thbs2"
"1510"	9.25879632033912e-08	1.06238142577626	0.447	0.393	0.000185175926406782	"30"	"Sox2"
"1511"	5.85736826484549e-07	0.820554359217668	0.392	0.365	0.0011714736529691	"30"	"Aldh1a3"
"1512"	2.97537836355738e-05	0.852311820667903	0.422	0.418	0.0595075672711476	"30"	"Btc"
"1513"	0.000593122895945177	1.30611922269894	0.487	0.505	1	"30"	"Igfbp5"
